GENE	Sample1	Sample2
ASB18	0	0
ASB1	13.2323	3.19954
ASB2	12.3816	0
ASB3	0	0
ASB4	0	0
ASB5	0	0
ASB6	12.346810044827	3.859680058415
ASB7	4.59338	3.25643
ASB8	26.96062	12.50901
ASB9	0	0
ASCC1	14.1148	0
ASCC2	18.3985	12.7922
ASCC3	8.3047	8.91883
ASCL1	0	0
ASCL2	25.985	17.7848
ASCL3	0	0
ASCL4	0	0
ASF1A	28.1122	19.5319
ASF1B	27.9202	0
FMR1-AS1	0	0
ASGR1	44.9784	92.1693
ASGR2	68.85759	64.9593
ASH1L	21.70064	5.45577
ASH2L	9.65289	26.7951
ASIP	0	0
ASL	27.10538	0
ASMTL	23.3268	32.10671511
ASMT	0	0
ASNA1	19.52549	39.04402
ASNSD1	9.51585	19.8224
ASNS	24.44840186194	20.1357
ASPA	0	0
ASPDH	0	0
ASPG	0	0
ASPHD1	0	0
ASPHD2	6.98327	4.90077
ASPH	38.89224	6.31361
ASPM	0	0
ASPN	0	0
ASPRV1	0	0
ASPSCR1	0	0
ASRGL1	10.7822	14.8947
ASS1	0	0
ASTE1	17.5796	0
ASTL	0	0
ASTN1	0	0
ASTN2	0	0
ASXL1	46.6464	15.3285
ASXL2	12.5884	4.48989
ASXL3	0	0
ASZ1	0	0
ATAD1	16.9531	6.79555
ATAD2B	17.46537676	2.87843
ATAD2	8.02078	5.892600312546
ATAD3A	24.5997	22.1301
ATAD3B	79.8513	22.67926
ATAD3C	0	0
ATAD5	0	0
ATCAY	0	4.02714
ATE1	11.428415729	32.9179
ATF1	38.5947	23.5945
ATF2	26.4353	18.0762
ATF3	0	0
ATF4	191.0631	151.809
ATF5	11.87	8.16183
ATF6B	189.52659	87.61157
ATF6	50.5825	30.2776
ATF7IP2	11.0185	0
ATF7IP	56.33520103071	14.06832159141
ATF7	26.0927593922	22.2557
ATG10	0	0
ATG12	10.6678	14.7437
ATG16L1	56.89397	13.9406
ATG16L2	409.849	24.13209
ATG2A	60.80299	20.2376
ATG2B	6.05871	4.34292
ATG3	161.533	53.6877
ATG4A	46.678261747	40.1535
ATG4B	93.98614355665	24.8105
ATG4C	0	18.7216
ATG4D	0	17.1308
ATG5	0	36.533
ATG7	17.2564	0
ATG9A	36.5863	26.13710567446
ATG9B	0	0
ATHL1	469.4063	21.3877
ATIC	65.2979	16.010688
ATL1	0	0
ATL2	0	0
ATL3	25.6169	0
ATMIN	23.4291	29.8859
ATM	182.047905	57.92934218
ATN1	36.86665	3.723388
ATOH1	0	0
ATOH7	0	0
ATOH8	10.73163	0
ATOX1	129.164	36.4614
ATP10A	17.3946	12.3446
ATP10B	0	0
ATP10D	19.147	14.7626
ATP11A	26.30715	30.45925
ATP11B	91.02168	78.8563
ATP11C	11.31140439994	0
ATP12A	0	0
ATP13A1	41.6619	20.05432
ATP13A2	51.89568	81.696947
ATP13A3	6.16095	12.49677
ATP13A4	0	0
ATP13A5	0	0
ATP1A1	169.4598	242.4422
ATP1A2	0	0
ATP1A3	0	14.113648
ATP1A4	0	0
ATP1B1	0	14.8464
ATP1B2	0	0
ATP1B3	12.9545	79.8098
ATP1B4	0	0
ATP2A1	0	0
ATP2A2	35.56379374	22.356048376
ATP2A3	165.197	127.359400054843
ATP2B1	25.7615000701303	19.0194
ATP2B2	0	0
ATP2B3	0	0
ATP2B4	50.039970700755	18.99702092
ATP2C1	27.464821584577	14.4630003189615
ATP2C2	0	0
ATP4A	0	0
ATP4B	0	0
ATP5A1	355.031	308.641
ATP5B	469.661	330.304
ATP5C1	164.1581	121.554
ATP5D	250.7958	123.0972
ATP5E	1360.47	699.583
ATP5F1	154.1471	75.7733
ATP5G1	0	244.345
ATP5G2	299.937	460.456
ATP5G3	119.2987	119.0982
ATP5H	185.695	307.227
ATP5I	206.003	154.951
ATP5J2	389.226	148.3103
ATP5J	128.734	0
ATP5L2	0	0
ATP5L	148.518	198.74
ATP5O	100.624	317.49
ATP5SL	16.9826	39.185842
ATP5S	18.2583	0
ATP6AP1L	0	0
ATP6AP1	80.0399255	70.88814097
ATP6AP2	188.788	137.141903994
ATP6V0A1	29.876448	10.4619
ATP6V0A2	32.2564	10.8979
ATP6V0A4	0	0
ATP6V0B	121.211	190.685
ATP6V0C	233.704	388.844
ATP6V0D1	188.624	88.8216
ATP6V0D2	0	0
ATP6V0E1	180.206	307.339
ATP6V0E2	45.7111	24.301600340541
ATP6V1A	35.19560727	0
ATP6V1B1	0	0
ATP6V1B2	183.279	112.236
ATP6V1C1	15.9204	11.491000627484
ATP6V1C2	0	0
ATP6V1D	29.0572	19.928867137
ATP6V1E1	203.87	176.921
ATP6V1E2	46.3566	20.9397
ATP6V1F	162.205	299.117
ATP6V1G1	60.416	143.479
ATP6V1G2	0	0
ATP6V1G3	0	0
ATP6V1H	11.85085247	16.1669
ATP7A	12.97517	3.01404
ATP7B	5.3799	0
ATP8A1	20.20947	16.77972
ATP8A2	0	0
ATP8B1	0	0
ATP8B2	110.4607	27.5403
ATP8B3	0	0
ATP8B4	0	0
ATP8B5P	0	0
ATP9A	0	0
ATP9B	67.83676	28.45422
ATPAF1	34.747200107893	19.6123
ATPAF2	13.1469	0
DPH6	12.1104	0
ATPIF1	12.5431	72.48198
ATRIP	0	0
ATRNL1	0	0
ATRN	23.15267	8.16531
ATRX	26.335729130173	17.420531032
ATR	10.9171	1.95039
ATXN10	51.15331244	47.5554
ATXN1L	14.3066	8.17435
ATXN1	44.664422	18.9582553
ATXN2L	117.0183916828	71.95115
ATXN2	12.2937	8.36677
ATXN3L	0	0
ATXN3	88.5720249956299	0
ATXN7L1	12.1771	16.72475
ATXN7L2	23.54454	0
ATXN7L3B	68.9764	39.725
ATXN7L3	76.5491	54.8194
ATXN7	44.0327	17.798
AUH	16.3427	15.151
AUP1	180.5957	133.917
AURKAIP1	157.16	131.162
AURKA	0	0
AURKB	0	0
AURKC	0	0
AUTS2	7.61884	7.92263
AVEN	15.9768	10.8022
AVIL	0	0
AVL9	23.1559	9.02792
AVPI1	0	0
AVPR1A	0	0
AVPR1B	0	0
AVPR2	0	0
AVP	0	0
AWAT1	0	0
AWAT2	0	0
AXIN1	48.4697	24.3028
AXIN2	19.0936	4.19509
AXL	0	4.4193726
AZGP1	0	0
CEP131	6.570703	13.2331
AZI2	74.80488166055	28.65949
AZIN1	32.7251	46.2305
AZU1	0	0
B2M	8968.3342	9750.35
B3GALNT1	0	0
B3GALNT2	14.7291	9.25439
B3GALT1	0	0
B3GALT2	0	0
B3GALT4	14.3588	0
B3GALT5	0	0
B3GALT6	8.36436	17.5079
B3GLCT	7.06581	0
B3GAT1	0	4.60582
B3GAT2	0	0
B3GAT3	22.8868	69.4066648
B4GAT1	0	7.91936
B3GNT2	0	29.645
B3GNT3	0	0
B3GNT4	0	0
B3GNT5	0	0
B3GNT6	0	0
B3GNT7	0	0
B3GNT8	12.8045	0
B3GNT9	0	8.0702
B3GNTL1	53.624	0
B4GALNT1	0	0
B4GALNT2	0	0
B4GALNT3	0	0
B4GALNT4	0	4.69919
B4GALT1	87.31	61.6704
B4GALT2	12.2581	16.8304
B4GALT3	20.472	27.39556
B4GALT4	20.9814	0
B4GALT5	5.08926	4.23023
B4GALT6	0	0
B4GALT7	0	19.9723
B9D1	0	0
B9D2	24.9804	0
BAALC	0	0
BAAT	0	0
BACE1	4.5266341898	6.420050535465
BACE2	0	12.5087
BACH1	44.291100210715	17.2867
BACH2	40.2247	8.93
BAD	26.8612	25.3296
BAG1	29.6786	31.2508
BAG2	13.6668	0
BAG3	10.5156	14.5426
BAG4	11.4699	7.8998
BAG5	9.4204	13.35143
BAHCC1	0	3.06898
BAHD1	15.380342948	14.50522620809
ADGRB1	0	2.91994
ADGRB2	0	0
ADGRB3	0	0
BAIAP2L1	6.27948	0
BAIAP2L2	0	0
BAIAP2	0	25.02757269958
BAIAP3	20.009	0
BAK1	108.69702692	22.394287091
BAMBI	0	0
BANF1	67.3192	87.1105
BANF2	0	0
BANK1	14.4266	32.9913
BANP	79.8916	21.4723
BAP1	90.3504	74.1486
BARD1	0	0
BARHL1	0	0
BARHL2	0	0
BARX1	0	0
BARX2	0	0
BPIFA4P	0	0
BASP1	26.9178	45.9699
DDX39B	1012.3558	142.4015
PRRC2B	66.5163	52.6529
PRRC2C	156.1114	85.92228
PRRC2A	89.6667	41.945008
BAG6	125.48238	135.1773
GPANK1	13.35699	0
ABHD16A	68.7607	8.67536
BATF2	0	0
BATF3	53.0143	34.372
BATF	28.0892	72.4003
BAX	333.362	44.3879
BAZ1A	84.3947435049	45.481900294114
BAZ1B	40.9033	18.5223
BAZ2A	152.4769	31.5725
BAZ2B	14.50956	5.96905655
BBC3	36.8205	26.7665
BBOX1	0	0
BBS10	0	0
BBS12	0	0
BBS1	7.54032	0
BBS2	27.24618	13.78005
BBS4	44.003700933676	0
BBS5	11.026100251514	6.13764
BBS7	0	0
BBS9	11.8763	0
BBX	17.2552	16.327318
BCAM	0	0
BCAN	0	0
BCAP29	20.8384	11.1778
BCAP31	161.208	196.7772
BCAR1	0	0
BCAR3	0	0
BCAR4	0	0
BCAS1	0	0
BCAS2	0	12.799
BCAS3	10.271500345798	8.71475
BCAS4	0	40.1646
BCAT1	2.842190262375	4.0602
BCAT2	23.2721	31.09651
BCCIP	47.4774	22.9531
BCDIN3D	0	0
BCHE	0	0
BCKDHA	22.4683	47.07924881
BCKDHB	12.404	10.6582
BCKDK	71.373	24.5356
BCL10	19.6349	4.98788
BCL11A	0	13.3671
BCL11B	23.738	31.7743
BCL2A1	59.7443	19.1169
BCL2L10	0	0
BCL2L11	20.55470068528	28.4052
BCL2L12	0	8.87553
BCL2L13	40.9545	45.753
BCL2L14	0	0
BCL2L15	0	0
BCL2L1	74.5429	27.5925
BCL2L2	0	10.1777714488
BCL2	17.4264	37.2388
BCL3	51.5161	61.732
BCL6B	0	0
BCL6	25.1823	5.27232
BCL7A	0	4.44332
BCL7B	87.2009	43.7705
BCL7C	31.0898	59.4098
BCL9L	90.3247	37.51507
BCL9	7.21853	3.7815
BCLAF1	37.292900245427	28.84131
BCO1	0	0
BCO2	9.80697	0
BCORL1	0	10.28363
BCORP1	13.3431	0
BCOR	20.25147640786	36.78847
BCR	75.97080301665	30.1004
BCS1L	56.2026	11.593
BDH1	20.84450133921	4.93432
BDH2	7.97532	0
BDKRB1	0	0
BDKRB2	0	0
BDNF-AS	0	0
BDNF	0	0
BDP1	21.75116	3.188902
BEAN1	0	0
BECN1	78.577850156	69.6533493024
BEGAIN	0	0
BEND2	0	0
BEND3	0	0
BEND4	0	0
BEND5	0	0
BEND6	0	0
BEND7	0	0
BEST1	39.3287	0
BEST2	0	0
BEST3	0	0
BEST4	0	0
BET1L	47.2219	52.049
BET1	12.9277	0
TRAPPC3L	0	0
BEX1	0	0
BEX2	0	15.9998
BEX4	0	57.2936
BEX5	0	0
LINC00293	0	0
BFAR	66.59372	25.3344
BFSP1	0	0
BFSP2	0	0
BGLAP	0	0.0100269
BGN	0	0
BHLHA15	0	0
BHLHB9	0	0
BHLHE22	0	0
BHLHE23	0	0
BHLHE40	53.6417	32.1748
BHLHE41	0	4.2896
BHMT2	0	0
BHMT	0	0
BICC1	0	0
BICD1	7.0478	0
BICD2	24.6896	13.9822
BID	78.8414478	31.01706597
BIK	0	0
BIN1	76.936358790597	127.9235
BIN2	269.6894	263.39010197
BIN3	28.8676	9.82059
BIRC2	12.3211	49.027
BIRC3	43.8445	6.10787
BIRC5	0	0
BIRC6	22.7528	8.17575
BIRC7	0	0
BIRC8	0	0
BIVM	7.2415877	0
BLCAP	93.3074	83.7114
BLID	0	0
BLK	19.0727	8.42405
BLMH	40.9338	14.169
BLM	0	0
BLNK	33.4011	12.3541
BLOC1S1	260.243	153.008
BLOC1S2	36.6119	41.8996
BLOC1S3	36.0621	0
BLVRA	142.634	42.8168
BLVRB	253.1441	99.1391
BLZF1	10.2004	24.4782
BMF	32.037800114026	37.7347
BMI1	35.8416	12.9826
BMP10	0	0
BMP15	0	0
BMP1	7.24399	0
BMP2K	0	0
BMP2	0	0
BMP3	3.95873	0
BMP4	0	0
BMP5	0	0
BMP6	0	5.23608
BMP7	0	0
BMP8A	4.03897	0
BMP8B	0	10.5877
BMPER	0	0
BMPR1A	0	0
BMPR1B	0	0
BMPR2	7.42041	9.95506
BMS1P1	31.9521	0
BMS1	16.7984	14.001
BMX	0	0
BNC1	0	0
BNC2	0	0
BNIP1	0	13.2551
BNIP2	46.6757	68.0133
BNIP3L	42.8465	41.7167
BNIP3	17.4341	0
BNIPL	26.9024	0
BOC	0	0
BOD1L1	21.2757	15.9156
BOD1	39.4664	28.4318
BOK	0	0
BOLA1	0	0
BOLA2	64.0598	67.2341
BOLA3	0	0
BOLL	2.8754	0
BOP1	0	27.5332
BPESC1	0	0
BPGM	0	23.3647
BPHL	15.0629	10.6867
BPIFB2	0	0
BPIFC	0	0
BPIFB6	0	0
BPI	13.0154	17.8145
BPNT1	41.99341	13.91220975352
BPTF	48.824052	19.6460316
BPY2	0	0
BRAF	0	0
BRAP	13.295	16.0924
BRCA1	0	7.8959
BRCA2	1.96782	0
BRCC3	16.4305	17.2066
BRD1	40.0578	11.5855
BRD2	235.222	58.1671700842732
BRD3	16.1411	8.64327
BRD4	50.5012	54.5082
BRD7	32.5905	37.8896
BRD8	41.2391	0
BRD9	52.1031798	34.88012
BRDT	0	4.38005
BRE	15.4306	85.2783
BRF1	46.1823461	14.37483
BRF2	12.084	0
BRI3BP	19.636	13.0816
BRI3	239.881	150.959
BRIP1	0	0
BRIX1	22.6292	14.897
BRMS1L	0	19.70572
BRMS1	205.5949	110.25
MPC1	42.8349	35.399
MPC2	0	36.1184
BRPF1	33.948848	0
BRPF3	34.487680385546	24.03681
BRS3	0	0
BRSK1	0	0
BRSK2	0	0
BRWD1	44.62941	6.58028
BRWD3	23.7047837472	4.17756
BSCL2	36.27763	32.16772
BSDC1	61.381	25.3713
BSG	147.412327	238.921
BSND	0	0
BSN	0	0
BSPH1	0	0
BSPRY	0	0
BST1	82.9391	93.0084
BST2	251.208	143.986
BSX	0	0
BTAF1	83.1539	0
BTBD10	0	0
BTBD11	17.67439	17.51982
SLX4	12.5395	2.20867
BTBD16	0	0
BTBD17	0	0
BTBD18	0	0
BTBD19	0	0
BTBD1	21.1165	10.1531
BTBD2	116.301	81.27434
BTBD3	5.54581	0
BTBD6	36.1138	16.5431
BTBD7	7.36024	4.48737
BTBD8	0	0
BTBD9	10.6093826024	6.429047867944
BTC	0	0
BTD	11.582953	15.878
BTF3L4	33.2208379	41.8035
BTF3	564.225	700.73
BTG1	131.707	231.42
BTG2	69.0293	102.233
BTG3	16.8276	0
BTG4	0	0
BTK	124.28687	101.42158
BTLA	7.56611	5.29677
BTN1A1	0	0
BTN2A1	72.6952	21.7933
BTN2A2	45.3518	0
BTN2A3P	0	0
BTN3A1	201.7496	25.6537821
BTN3A2	129.7944516753	103.067
BTN3A3	125.9126	62.4145
BTNL2	0	0
BTNL3	0	0
BTNL8	0	0
BTNL9	0	0
BTRC	7.5416538994	8.0484907
BUB1B	0	0
BUB1	0	0
BUB3	79.4819	88.68163
BUD13	0	18.2516
BUD31	0	80.9181
BVES	0	0
BYSL	12.0053	8.25024
BZRAP1	33.0386	0
BZW1	72.187	122.26489
BZW2	53.7376	20.9123
C10orf105	19.265700452174	0
C10orf107	0	0
C10orf10	11.5658	0
IDI2-AS1	0	0
C10orf113	0	0
CASC10	0	0
ADIRF	0	0
CCDC186	15.957300571949	0
MCMBP	151.1352	52.1167
C10orf11	0	0
C10orf120	0	0
TEX36	0	0
FUOM	0	44.5114
C10orf128	0	0
ACSM6	0	0
C10orf12	0	3.55855
C10orf131	0	0
EDRF1	72.402270165841	0
SKIDA1	0	0
FAM208B	9.10214	2.66412
WBP1L	44.7253	47.3599
TBATA	0	0
R3HCC1L	36.0406	4.81541
C10orf2	0	4.47815707535
BORCS7	33.6278	56.0514
C10orf35	0	0
LINC01553	0	0
ZNF503-AS2	0	0
CACUL1	20.3603	15.7685
PROSER2	0	0
FRA10AC1	45.0436	20.4127
LINC00264	0	0
C10orf53	0	0
C10orf54	325.369	233.735165734
C10orf55	0	0
TMEM254	36.8559	16.8659
FAM213A	0	10.1124
C10orf62	0	0
C10orf67	0	0
CCDC7	0	0
C10orf71	0	0
VSTM4	0	0
C10orf76	24.6296	34.4404
SFR1	34.41439	0
CFAP43	0	0
PLEKHS1	0	0
C10orf82	0	0
FAM204A	25.3229	12.7159
C10orf88	7.52755	0
C10orf90	0	0
CCDC172	0	0
C10orf99	0	0
TMEM258	167.05	310.427
C11orf16	0	0
AKIP1	61.4729	14.61812
C11orf1	0	17.1676
C11orf21	228.655	15.0348
C11orf24	43.3579	23.3989
VPS51	97.8505	84.5007
EMSY	16.87894	18.2654
C11orf31	83.6943	77.2886
PLET1	0	0
LMNTD2	11.3755	0
MRGPRG-AS1	0	0
C11orf40	0	0
KIAA1549L	0	0
C11orf42	0	0
C11orf45	0	0
ARL14EP	0	27.8865
LBHD1	79.4249	12.5974
C11orf49	0	0
ANAPC15	131.5267	19.2318114347
C11orf52	0	0
C11orf53	0	0
C11orf54	0	21.4211
C11orf57	32.54377	30.66579
C11orf58	50.776300750836	37.7181
LAMTOR1	216.04	160.6131
MSANTD2	0	15.4114
C11orf63	12.864	8.80914
LINC00301	0	0
C11orf65	0	0
PPP1R32	31.9305	0
AAMDC	0	0
C11orf68	47.09898	31.88322
C11orf70	0	0
C11orf71	44.1094	26.7614
C11orf73	22.3322	18.8466
C11orf74	30.57408	29.1514
SMCO4	53.4628	36.1262
C11orf80	0	0
DDIAS	7.05454	0
UQCC3	0	54.3412
C11orf84	12.1905	0
C11orf85	0	0
C11orf86	0	0
C11orf87	0	0
C11orf88	0	0
VSTM5	0	0
COLCA2	0	0
C11orf94	0	0
C11orf95	0	3.76105
MYRF	0	0
C12orf10	24.1618	104.767
ASUN	0	12.2438
CCER1	0	0
TMEM263	15.3635	10.7502
FAM216A	20.7213	0
METTL25	24.2341	8.32323
HNF1A-AS1	11.1648	0
C12orf29	0	6.37823
RHNO1	14.8805	10.106
FAM222A	0	0
KIAA1551	80.1097	76.7919
SPX	0	0
C12orf40	0	0
KANSL2	26.0615	35.6688
C12orf42	0	0
C12orf43	32.6613	25.6504
ATG101	17.1405	26.3139
C12orf45	0	0
MAPKAPK5-AS1	26.5782	54.3618
PARPBP	0	0
C12orf49	25.2362	12.4535
C12orf4	6.049166	4.262487
C12orf50	23.2102	0
HECTD4	15.8647	10.2538
RITA1	46.9137	10.0363
PIANP	0	0
C12orf54	0	0
C12orf56	0	0
C12orf57	111.583	194.79
TMEM52B	0	0
TIGAR	9.76519	3.96116
C12orf60	0	0
COX14	97.1285	28.9929
C12orf65	23.5381	12.6118
C12orf66	18.031	0
CCDC184	0	0
SMCO3	0	0
SMCO2	0	0
C12orf71	0	0
METTL20	11.38716033	7.845545639
C12orf73	0	19.0448
C12orf74	0	0
C12orf75	0	48.6277
C12orf76	72.2509	22.986
RGCC	0	0
TEX29	0	0
KIAA0226L	66.725	7.22859
SPRYD7	0	5.57558
PROSER1	22.139300398	18.8478148925
TEX26	0	0
TEX30	23.8492	0
SPACA7	0	0
LINC00346	3.58122	0
FAM216B	0	0
LACC1	5.59632	3.95055
MEDAG	0	0
BORA	8.93901197616	0
SERTM1	0	0
MZT1	0	13.5393
CCDC169	0	0
METTL21C	0	0
TMEM260	13.9777	0
NRDE2	19.9905	16.4627
DNAAF2	16.5597	0
C14orf105	0	0
MIS18BP1	9.733605	13.505
TMEM251	0	55.9464
VRTN	0	0
GPATCH2L	18.73335806906	6.637576773796
C14orf119	24.6366	0
DTD2	47.9523	6.08232
GSKIP	0	0
PCNXL4	11.6864	18.35861
VCPKMT	0	0
C14orf142	0	28.3925
EFCAB11	0	0
CEP128	0	0
SPTSSA	18.5295	25.7594
NOXRED1	0	0
L3HYPDH	36.577	0
APOPT1	43.522	43.1246
SLIRP	0	0
C14orf159	90.59220335907	37.737534
CCDC177	0	0
LRRC74A	0	0
C14orf166	61.1936	139.7909
DHRS4-AS1	8.50256653	0
C14orf169	28.6709	13.2697
SAMD15	0	0
TMEM253	0	0
C14orf177	0	0
C14orf178	0	0
IFT43	0	0
C14orf180	0	0
LINC01588	0	0
C14orf1	0	43.2088
NOP9	185.755	0
LINC01551	0	0
C14orf28	0	16.8029
C14orf2	180.8621	159.501
KTN1-AS1	0	0
C14orf37	0	0
C14orf39	0	0
ELMSAN1	15.2777	11.9218
BBOF1	0	9.60244
LINC00521	0	0
SYNE3	28.083609	7.70942
IRF2BPL	16.5834	34.9508
PPP1R36	0	0
LINC00238	0	0
LINC01550	16.8532	11.3543
SLC25A47	0	0
LINC00523	0	0
LINC00239	0	0
EXOC3L4	0	0
C14orf79	0	0
C14orf80	12.4935	10.7514
FAM181A-AS1	0	0
C14orf93	0	26.9469
FAM219B	14.3984	20.1908
KNSTRN	0	0
EMC7	24.562942	128.381007
CFAP161	0	0
TMEM266	0	0
KATNBL1	19.3275	17.58276
NPAP1	0	0
FAM227B	0	0
HEXA-AS1	0	0
ARPIN	23.4629	23.6165
C15orf39	82.69920249591	65.7958
C15orf40	26.538985537	31.8191
C15orf41	0	0
TICRR	0	0
C15orf43	0	0
VWA9	62.971	0
C15orf48	0	0
DNM1P46	0	0
C15orf52	0	0
C15orf53	0	0
NUTM1	0	0
C15orf57	0	31.8927
GDPGP1	18.3644	0
C15orf59	0	0
REC114	0	0
C15orf61	19.2599	12.8504
C15orf62	0	0
HYPK	18.6903	49.9957
PRR35	0	0
C16orf13	31.8508	128.0409
TSR3	83.7483	69.3802
C16orf45	0	7.99857
C16orf46	0	0
ENKD1	0	26.5983
C16orf52	7.48926	0
PAGR1	24.0593	29.6691
C16orf54	18.0531	56.525
SPATA33	10.8191	0
USB1	69.8728	116.2759
C16orf58	50.762	13.4823
C16orf59	0	0
CDIP1	26.7954	29.7331740206
CMC2	37.9753	23.5674
C16orf62	28.3084	19.3951
FOPNL	0	8.08346
METTL22	15.55	0
C16orf70	25.3907	15.7046
C16orf71	0	0
C16orf72	23.1405	16.3223
MEIOB	0	0
C16orf74	0	0
RMI2	0	0
C16orf78	0	0
BRICD5	26.7314	0
VPS9D1	37.0573	0
CFAP20	0	12.8814
LINC00304	0	0
C16orf86	0	0
C16orf87	0	0
KNOP1	0	0
C16orf89	0	0
C16orf90	0	0
C16orf91	0	0
C16orf92	0	0
CCDC189	0	12.1017
C17orf100	15.6711	10.6088
OGFOD3	20.3029	0
NATD1	9.54349	13.5212
MEIOC	0	0
C17orf105	0	0
TEN1	42.6626	16.9313
C17orf107	0	0
LYRM9	17.3285	11.6521
HID1	6.98986818	9.810552312
MIEN1	109.418	22.7625
GID4	5.41281	0
TEFM	0	28.0276
LINC00324	0	0
SPATA32	0	0
C17orf47	0	0
ADPRM	0	22.73013
C17orf49	70.2797	220.4102
C17orf50	0	0
C17orf51	0	0
C17orf53	0	0
ENTHD2	82.9031	0
EFCAB13	0	0
C17orf58	0	23.3382
BORCS6	37.5441	25.7468
MILR1	61.2281	0
TMEM256	221.47	282.967
C17orf62	317.33555061588	71.3773
FAM222B	35.4836	7.77625874
C17orf64	0	0
ASB16-AS1	27.4378	35.1851
HEATR9	0	0
C17orf67	11.8572	0
CTC1	55.6627000582388	11.672
CRHR1-IT1	20.89914	0
FAAP100	22.4224	10.8523
SMG8	0	4.97392
PRR29	0	0
C17orf74	0	0
C17orf75	30.1668	10.2354
LRRC75A	0	0
C17orf78	0	0
COPRS	0	36.0777
C17orf80	11.3173	7.79964
ELP5	29.894	27.0786
NCBP3	30.5643179	30.14034301
SNHG20	12.2184	1.10245
SCIMP	88.572	53.7026
FAM215A	0	0
C17orf89	63.2948	71.7774
OXLD1	15.649	112.3072
MIR22HG	19.429	0
PRAC2	0	0
METTL23	71.6248	76.25635
C17orf96	0	0
C17orf97	0	0
C17orf98	0	0
C17orf99	0	15.3842
TPGS2	34.571	10.9053
FAM210A	0	4.47064
LDLRAD4	0	4.00688763
LINC00305	0	0
C18orf21	27.2585	0
RBFA	18.89259	12.6172
C18orf25	12.9215	3.05724
DYNAP	12.4935	0
C18orf32	0	97.2639
CCDC178	0	0
TMEM241	0	0
C18orf54	0	6.43296
TIMM21	0	0
SMIM21	0	0
C18orf8	0	0
MYDGF	74.0217	128.901
C19orf12	26.5622400889217	18.1583
C19orf18	0	0
TPGS1	22.8631	75.1854
MISP	0	0
R3HDM4	82.9232	131.978
C19orf24	42.4176	113.615
C19orf25	0	0
CBARP	0	0
MFSD12	102.4503	41.0679
CACTIN	48.42932	18.28172767
URI1	21.1418214401	73.3371
MIR7-3HG	0	0
C19orf33	0	0
CSNK1G2-AS1	0	0
C19orf35	0	6.59918
IZUMO4	0	0
C19orf38	140.668	92.3053
SWSAP1	14.5861	0
FAAP24	0	0
IZUMO2	0	0
SMIM7	37.3816122792	48.6277
C19orf43	173.833	334.897
C19orf44	7.02764650129	0
C19orf45	0	0
SYNE4	0	0
C19orf47	11.399001843146	7.85326
C19orf48	0	22.0057
KXD1	92.994	70.2196
DNAAF3	0	0
C19orf52	17.6747	23.7365
C19orf53	58.0967	130.542
C19orf54	23.19885	0
PROSER3	0	0
WDR83OS	154.58	98.5284
C19orf57	0	0
MCEMP1	0	0
C19orf60	62.1057	137.67518
SMG9	30.0606	6.94305
BABAM1	70.58679	58.7312
EMC10	85.9972	69.903
C19orf66	110.405	0
ERICH4	0	0
TMEM259	293.489	50.0088
C19orf70	42.3533	18.8022
C19orf71	0	0
C19orf73	0	0
SIGLECL1	0	0
ADM5	0	0
SMIM24	0	0
C1D	0	0
C1GALT1C1	0	19.8484
C1GALT1	27.633	9.26857
C1QA	24.4827	0
C1QBP	43.4792	43.0859
C1QB	24.6464	0
C1QC	21.6545	0
C1QL1	0	0
C1QL2	0	0
C1QL3	0	0
C1QL4	0	0
C1QTNF1	0	0
C1QTNF2	0	0
C1QTNF3	0	0
C1QTNF4	0	0
C1QTNF6	13.35001	0
C1QTNF7	0	0
C1QTNF8	0	0
C1QTNF9B	0	0
C1QTNF9	0	0
C1RL	13.9489674526	9.78954167595
C1R	0	0
C1S	0	5.13521
C1orf100	0	0
C1orf101	0	0
LRIF1	6.93728	18.5802
C1orf105	0	0
C1orf106	0	0
DIEXF	2.659049	1.9009241
C1orf109	30.1426	20.7271
CCDC190	0	0
C1orf111	0	0
C1orf112	28.5607	0
SH3D21	19.6535	0
CCDC181	0	0
C1orf115	0	5.47256
C1orf116	0	0
C1orf122	21.2795	42.2513
C1orf123	50.3017	17.4866
SPRTN	0	5.81688
AXDND1	0	0
TMEM51-AS1	0	2.32124
C1orf127	0	0
PITHD1	46.389	10.4767
MROH9	0	0
NCMAP	0	0
C1orf131	0	18.1001
AUNIP	0	0
C1orf141	0	0
SZRD1	50.74	84.8
C1orf146	36.5932	0
SHCBP1L	0	0
GCSAML	0	0
MINOS1	18.1048	28.4515
PFN1P2	39.6073	0
METTL18	0	0
C1orf158	0	0
C1orf159	0	9.4547046
MAB21L3	0	0
C1orf162	344.508	221.462
COA7	0	10.2223
C1orf168	0	0
PERM1	0	0
KDF1	0	0
ERICH3	0	0
C1orf174	0	19.8607
MROH7	0	0
LEXM	0	0
LINC01555	0	0
TSACC	0	0
FAM212B	0	7.59953
C1orf185	0	0
C1orf186	29.1146	0
DRAXIN	0	0
C1orf189	0	0
LURAP1	0	0
CFAP126	0	0
C1orf194	0	0
C1orf198	0	0
PIK3CD-AS1	0	9.02283
STPG1	27.7022	8.36677
ATP1A1-AS1	0	0
C1orf204	9.39062	0
C1orf210	0	0
SMIM12	54.6275	18.9983
C1orf216	15.8648	16.634
C1orf21	2.17656	3.11824
C1orf220	0	0
